grid_id,latitude,longitude,elevation_m,slope_deg,aspect_deg,ndvi,ndwi,iron_oxide_index,clay_index,ferrous_index,lst_k,acquisition_date,synthetic
GRID-1105,21.887971,80.186653,281.2,1.0,328.4,0.577,-0.107,1.049,0.907,1.053,304.0,2026-03-15,True
GRID-1106,21.887971,80.187829,314.4,1.0,203.6,0.559,0.017,1.054,0.932,0.902,301.1,2026-03-15,True
GRID-1107,21.887971,80.189006,360.7,1.0,237.4,0.403,-0.125,1.4,1.328,1.066,302.5,2026-03-15,True
GRID-1108,21.887971,80.190182,401.4,1.0,54.0,0.677,-0.188,0.832,1.154,1.137,302.7,2026-03-15,True
GRID-1109,21.887971,80.191359,432.7,5.8,312.8,0.565,-0.175,1.161,1.218,0.96,300.0,2026-03-15,True
GRID-1110,21.887971,80.192535,436.2,5.5,64.4,0.499,-0.057,1.217,0.84,1.092,303.9,2026-03-15,True
GRID-1111,21.887971,80.193712,419.5,15.3,256.3,0.587,0.017,1.566,1.159,1.166,307.1,2026-03-15,True
GRID-1112,21.887971,80.194888,381.5,20.6,151.0,0.548,-0.141,1.07,1.062,0.94,303.1,2026-03-15,True
GRID-1113,21.887971,80.196065,337.7,24.6,111.4,0.193,-0.148,1.021,1.205,1.037,305.8,2026-03-15,True
GRID-1114,21.887971,80.197241,303.6,27.6,276.7,0.604,-0.007,1.357,0.983,1.011,303.1,2026-03-15,True
GRID-1115,21.887971,80.198418,282.1,29.3,160.7,0.444,0.019,1.424,1.197,1.06,300.8,2026-03-15,True
GRID-1116,21.887971,80.199594,289.6,22.6,225.5,0.467,0.24,1.447,0.992,1.111,303.9,2026-03-15,True
GRID-1117,21.887971,80.200771,319.0,24.7,42.3,0.5,-0.032,1.123,1.07,0.949,301.7,2026-03-15,True
GRID-1118,21.887971,80.201947,367.3,18.2,47.4,0.513,-0.102,0.731,0.884,1.3,299.6,2026-03-15,True
GRID-1119,21.887971,80.203124,409.9,14.8,73.0,0.43,-0.197,1.728,1.384,0.917,301.3,2026-03-15,True
GRID-1120,21.887971,80.2043,433.9,6.9,224.1,0.274,-0.017,1.611,0.903,1.043,300.3,2026-03-15,True
GRID-1121,21.889147,80.1643,370.8,1.0,91.1,0.504,-0.008,0.92,0.785,0.903,302.0,2026-03-15,True
GRID-1122,21.889147,80.165476,398.5,1.0,165.1,0.61,-0.18,0.615,1.142,1.244,301.9,2026-03-15,True
GRID-1123,21.889147,80.166653,414.1,1.0,307.9,0.39,0.046,1.221,0.993,0.887,303.0,2026-03-15,True
GRID-1124,21.889147,80.167829,414.5,1.6,195.7,0.468,0.251,1.521,1.223,1.164,303.2,2026-03-15,True
GRID-1125,21.889147,80.169006,386.5,5.1,2.1,0.461,-0.139,1.004,1.253,1.159,303.3,2026-03-15,True
GRID-1126,21.889147,80.170182,361.3,11.1,317.8,0.45,-0.065,1.311,1.54,0.983,302.8,2026-03-15,True
GRID-1127,21.889147,80.171359,336.0,14.3,85.6,0.406,0.054,1.594,1.187,0.977,303.1,2026-03-15,True
GRID-1128,21.889147,80.172535,311.8,18.5,212.0,0.552,-0.067,1.188,1.004,1.254,302.6,2026-03-15,True
GRID-1129,21.889147,80.173712,307.1,23.7,171.3,0.467,-0.124,1.009,0.815,0.93,304.6,2026-03-15,True
GRID-1130,21.889147,80.174888,319.0,30.0,147.7,0.524,0.057,1.088,1.121,1.007,304.2,2026-03-15,True
GRID-1131,21.889147,80.176065,340.1,28.0,28.6,0.368,0.066,0.998,1.054,1.153,302.3,2026-03-15,True
GRID-1132,21.889147,80.177241,383.8,26.0,216.0,0.35,-0.039,1.541,1.28,0.958,301.8,2026-03-15,True
GRID-1133,21.889147,80.178418,407.3,22.6,88.1,0.363,-0.006,1.14,0.891,1.113,304.2,2026-03-15,True
GRID-1134,21.889147,80.179594,411.3,20.9,197.0,0.388,0.001,1.145,0.879,1.282,303.9,2026-03-15,True
GRID-1135,21.889147,80.180771,407.7,14.7,223.1,0.528,-0.183,1.006,1.354,1.193,301.0,2026-03-15,True
GRID-1136,21.889147,80.181947,385.8,4.7,200.7,0.339,-0.025,1.268,0.9,0.92,305.2,2026-03-15,True
GRID-1137,21.889147,80.183124,354.2,4.7,297.1,0.208,0.041,1.234,1.202,1.12,304.6,2026-03-15,True
GRID-1138,21.889147,80.1843,323.7,1.0,17.6,0.499,0.057,1.248,1.149,0.984,307.8,2026-03-15,True
GRID-1139,21.889147,80.185476,308.7,1.0,53.4,0.598,0.032,1.035,1.025,1.03,306.9,2026-03-15,True
GRID-1140,21.889147,80.186653,304.6,1.0,235.2,0.15,-0.124,1.42,1.317,1.055,303.7,2026-03-15,True
GRID-1141,21.889147,80.187829,324.3,1.0,13.2,0.474,-0.099,1.58,1.314,1.171,304.5,2026-03-15,True
GRID-1142,21.889147,80.189006,356.1,1.4,307.4,0.37,-0.023,0.89,0.993,1.163,303.8,2026-03-15,True
GRID-1143,21.889147,80.190182,387.8,6.6,240.1,0.393,0.023,1.326,1.006,0.83,300.6,2026-03-15,True
GRID-1144,21.889147,80.191359,404.8,8.5,301.7,0.408,-0.225,0.831,0.928,1.2,302.0,2026-03-15,True
GRID-1145,21.889147,80.192535,414.8,12.2,107.4,0.439,-0.106,1.391,0.884,0.991,302.9,2026-03-15,True
GRID-1146,21.889147,80.193712,403.1,20.5,331.3,0.413,-0.046,1.079,1.169,1.081,301.5,2026-03-15,True
GRID-1147,21.889147,80.194888,371.9,25.9,17.7,0.391,0.05,1.289,1.216,1.145,302.4,2026-03-15,True
GRID-1148,21.889147,80.196065,346.2,26.3,150.1,0.317,-0.208,1.263,1.151,1.172,304.3,2026-03-15,True
GRID-1149,21.889147,80.197241,318.9,25.4,64.2,0.611,0.012,1.273,0.889,1.54,303.2,2026-03-15,True
GRID-1150,21.889147,80.198418,304.7,22.9,242.0,0.338,-0.025,1.177,0.971,0.93,302.2,2026-03-15,True
GRID-1151,21.889147,80.199594,314.7,23.3,220.0,0.354,-0.004,1.246,1.499,1.174,302.9,2026-03-15,True
GRID-1152,21.889147,80.200771,331.5,15.2,248.9,0.577,-0.022,1.291,1.205,0.893,305.4,2026-03-15,True
GRID-1153,21.889147,80.201947,369.4,12.6,214.2,0.392,-0.055,1.527,0.931,1.409,301.9,2026-03-15,True
GRID-1154,21.889147,80.203124,393.5,13.5,283.4,0.574,-0.104,1.107,1.228,1.015,303.5,2026-03-15,True
GRID-1155,21.889147,80.2043,413.5,1.5,63.9,0.41,-0.041,1.752,1.202,1.016,300.6,2026-03-15,True
GRID-1156,21.890324,80.1643,367.0,1.0,163.9,0.364,-0.063,1.182,1.257,0.942,303.3,2026-03-15,True
GRID-1157,21.890324,80.165476,369.4,1.0,208.4,0.552,0.046,1.109,0.637,0.873,300.7,2026-03-15,True
GRID-1158,21.890324,80.166653,370.4,1.0,335.3,0.454,-0.194,1.416,1.329,1.073,303.2,2026-03-15,True
GRID-1159,21.890324,80.167829,377.3,7.2,33.5,0.444,-0.035,1.235,1.146,0.947,303.3,2026-03-15,True
GRID-1160,21.890324,80.169006,370.1,11.5,107.7,0.391,-0.026,1.304,0.95,0.906,298.9,2026-03-15,True
GRID-1161,21.890324,80.170182,360.7,17.6,132.7,0.561,-0.019,1.333,1.047,0.945,302.5,2026-03-15,True
GRID-1162,21.890324,80.171359,352.3,19.9,136.4,0.343,-0.173,1.139,1.218,1.236,305.7,2026-03-15,True
GRID-1163,21.890324,80.172535,350.0,21.4,24.4,0.456,0.061,1.397,1.151,1.38,300.1,2026-03-15,True
GRID-1164,21.890324,80.173712,352.6,28.1,153.8,0.363,-0.11,1.521,1.267,1.035,299.5,2026-03-15,True
GRID-1165,21.890324,80.174888,348.4,27.8,198.2,0.303,-0.032,1.19,1.066,0.931,303.8,2026-03-15,True
GRID-1166,21.890324,80.176065,354.0,24.8,105.4,0.472,0.095,1.508,1.274,0.827,302.6,2026-03-15,True
GRID-1167,21.890324,80.177241,363.0,25.3,48.4,0.546,0.099,1.397,1.24,1.011,302.9,2026-03-15,True
GRID-1168,21.890324,80.178418,368.1,21.4,250.1,0.453,-0.153,1.609,1.417,0.994,303.2,2026-03-15,True
GRID-1169,21.890324,80.179594,368.5,12.9,98.8,0.637,-0.159,1.34,1.158,0.778,301.1,2026-03-15,True
GRID-1170,21.890324,80.180771,366.4,7.3,189.7,0.493,-0.027,1.021,0.969,0.68,307.5,2026-03-15,True
GRID-1171,21.890324,80.181947,366.7,2.8,188.9,0.43,-0.044,0.96,1.086,1.117,306.8,2026-03-15,True
GRID-1172,21.890324,80.183124,357.4,1.0,250.5,0.523,-0.15,1.375,1.147,0.794,303.9,2026-03-15,True
GRID-1173,21.890324,80.1843,358.0,1.0,220.3,0.682,-0.019,1.417,0.916,0.822,304.3,2026-03-15,True
GRID-1174,21.890324,80.185476,352.2,1.0,39.3,0.631,0.081,1.365,1.201,0.856,300.4,2026-03-15,True
GRID-1175,21.890324,80.186653,349.5,1.0,262.7,0.463,0.024,1.484,0.888,1.59,305.8,2026-03-15,True
GRID-1176,21.890324,80.187829,352.2,1.0,226.4,0.466,-0.101,1.099,0.967,1.091,302.1,2026-03-15,True
GRID-1177,21.890324,80.189006,360.9,3.9,355.4,0.375,-0.052,1.151,1.235,1.087,303.9,2026-03-15,True
GRID-1178,21.890324,80.190182,368.7,9.1,174.1,0.521,0.009,1.088,0.996,0.953,305.1,2026-03-15,True
GRID-1179,21.890324,80.191359,370.2,13.0,247.9,0.352,-0.07,1.334,1.124,1.059,300.6,2026-03-15,True
GRID-1180,21.890324,80.192535,373.1,19.8,336.2,0.454,-0.041,1.096,0.869,1.204,301.5,2026-03-15,True
GRID-1181,21.890324,80.193712,363.9,23.3,355.1,0.408,-0.2,1.126,1.144,0.997,303.1,2026-03-15,True
GRID-1182,21.890324,80.194888,360.8,29.2,103.4,0.5,-0.139,1.23,1.184,1.013,300.6,2026-03-15,True
GRID-1183,21.890324,80.196065,356.4,28.1,219.2,0.528,0.104,0.811,1.025,1.326,301.7,2026-03-15,True
GRID-1184,21.890324,80.197241,349.4,27.4,113.9,0.596,0.201,1.325,1.086,0.861,299.9,2026-03-15,True
GRID-1185,21.890324,80.198418,352.5,21.4,189.1,0.476,-0.211,1.133,1.14,0.869,304.0,2026-03-15,True
GRID-1186,21.890324,80.199594,356.5,16.7,358.2,0.521,0.042,1.166,1.082,1.198,302.0,2026-03-15,True
GRID-1187,21.890324,80.200771,355.9,6.1,127.4,0.555,-0.204,1.333,0.917,1.001,305.2,2026-03-15,True
GRID-1188,21.890324,80.201947,361.0,10.6,46.7,0.539,0.017,1.019,0.828,1.046,300.7,2026-03-15,True
GRID-1189,21.890324,80.203124,362.7,2.3,202.5,0.443,-0.234,1.303,1.17,1.286,305.4,2026-03-15,True
GRID-1190,21.890324,80.2043,371.8,1.0,187.1,0.598,0.005,1.353,1.29,1.047,301.7,2026-03-15,True
GRID-1191,21.8915,80.1643,354.5,1.0,227.5,0.518,0.094,1.058,1.233,1.074,303.7,2026-03-15,True
GRID-1192,21.8915,80.165476,337.5,1.0,177.3,0.419,-0.119,1.173,1.147,1.254,305.6,2026-03-15,True
GRID-1193,21.8915,80.166653,325.2,5.0,64.8,0.592,-0.056,1.082,0.848,1.08,300.0,2026-03-15,True
GRID-1194,21.8915,80.167829,328.1,8.1,219.4,0.598,0.126,0.676,1.088,1.128,304.3,2026-03-15,True
GRID-1195,21.8915,80.169006,342.2,12.3,255.1,0.548,0.008,1.524,1.29,0.995,305.9,2026-03-15,True
GRID-1196,21.8915,80.170182,357.5,18.3,352.5,0.18,0.039,1.102,1.235,0.762,303.5,2026-03-15,True
GRID-1197,21.8915,80.171359,377.3,21.1,0.6,0.421,0.04,0.858,1.005,1.104,301.1,2026-03-15,True
GRID-1198,21.8915,80.172535,389.1,27.6,8.6,0.397,-0.015,1.125,1.051,0.953,304.0,2026-03-15,True
GRID-1199,21.8915,80.173712,394.5,25.8,225.2,0.669,-0.04,1.16,1.339,0.837,302.6,2026-03-15,True
GRID-1200,21.8915,80.174888,388.5,21.8,42.5,0.27,0.026,1.476,1.379,1.213,306.3,2026-03-15,True
GRID-1201,21.8915,80.176065,373.4,20.3,305.3,0.335,0.033,1.403,1.369,1.054,305.1,2026-03-15,True
GRID-1202,21.8915,80.177241,348.6,16.6,287.8,0.636,-0.216,1.396,0.985,1.11,304.8,2026-03-15,True
GRID-1203,21.8915,80.178418,332.3,13.6,359.6,0.302,0.073,1.303,0.984,0.874,302.3,2026-03-15,True
GRID-1204,21.8915,80.179594,327.6,7.7,149.1,0.456,-0.02,0.968,1.198,1.099,301.1,2026-03-15,True
GRID-1205,21.8915,80.180771,333.6,6.4,120.2,0.637,0.078,1.352,1.044,1.059,307.0,2026-03-15,True
GRID-1206,21.8915,80.181947,342.5,1.0,201.7,0.441,0.077,1.227,1.161,1.029,302.8,2026-03-15,True
GRID-1207,21.8915,80.183124,360.7,1.0,229.5,0.449,0.19,1.249,1.55,0.904,302.0,2026-03-15,True
GRID-1208,21.8915,80.1843,383.8,1.0,4.1,0.328,0.107,1.01,1.054,0.977,301.8,2026-03-15,True
GRID-1209,21.8915,80.185476,390.3,1.0,72.4,0.521,0.031,1.386,1.117,0.931,303.0,2026-03-15,True
GRID-1210,21.8915,80.186653,391.7,3.3,101.4,0.402,-0.14,1.164,1.341,0.936,302.5,2026-03-15,True
GRID-1211,21.8915,80.187829,381.0,2.9,284.5,0.428,0.007,1.219,1.185,0.83,300.8,2026-03-15,True
GRID-1212,21.8915,80.189006,361.6,12.8,110.8,0.43,0.041,1.559,1.166,1.025,305.3,2026-03-15,True
GRID-1213,21.8915,80.190182,339.7,17.7,182.4,0.579,-0.019,1.079,0.971,1.027,303.6,2026-03-15,True
GRID-1214,21.8915,80.191359,330.6,21.6,116.6,0.545,0.036,1.177,1.195,0.951,304.4,2026-03-15,True
GRID-1215,21.8915,80.192535,328.3,25.3,2.2,0.678,-0.112,1.435,0.759,1.178,301.5,2026-03-15,True
GRID-1216,21.8915,80.193712,337.9,24.7,246.9,0.568,-0.129,1.067,1.125,0.93,303.7,2026-03-15,True
GRID-1217,21.8915,80.194888,351.6,30.3,122.9,0.564,-0.115,1.433,1.021,0.86,302.3,2026-03-15,True
GRID-1218,21.8915,80.196065,367.4,26.8,260.8,0.498,0.016,1.071,1.095,1.047,302.5,2026-03-15,True
GRID-1219,21.8915,80.197241,384.6,18.7,221.8,0.486,0.036,1.221,1.076,0.943,305.2,2026-03-15,True
GRID-1220,21.8915,80.198418,389.4,17.3,10.5,0.618,-0.185,1.392,1.339,0.927,305.3,2026-03-15,True
GRID-1221,21.8915,80.199594,389.0,16.0,63.2,0.326,-0.226,1.107,1.054,1.03,304.0,2026-03-15,True
GRID-1222,21.8915,80.200771,378.6,8.9,119.0,0.521,0.063,0.949,1.172,0.901,303.7,2026-03-15,True
GRID-1223,21.8915,80.201947,360.5,2.7,121.7,0.44,-0.082,1.157,1.11,0.849,302.4,2026-03-15,True
GRID-1224,21.8915,80.203124,338.7,1.0,242.1,0.542,-0.087,0.971,1.27,0.749,303.3,2026-03-15,True
GRID-1225,21.8915,80.2043,331.8,1.0,329.8,0.457,0.02,1.325,1.109,1.034,301.5,2026-03-15,True
